TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,ClusterKMeans
351.99,Debit,Chicago,ATM,80,Retired,45,2,3663.64,1
132.36,Debit,Colorado Springs,Branch,28,Student,160,1,319.65,2
24.77,Credit,Nashville,Online,40,Engineer,17,1,478.23,2
668.67,Debit,Detroit,Online,44,Doctor,143,4,13446.81,3
80.24,Credit,New York,Branch,53,Doctor,58,1,8012.81,3
8.65,Debit,Mesa,ATM,68,Retired,198,1,4201.22,0
178.91,Debit,Omaha,ATM,18,Student,19,1,8870.89,3
115.22,Debit,San Francisco,Branch,27,Engineer,108,1,906.2,2
161.63,Debit,San Jose,Online,46,Doctor,276,1,9286.37,0
542.75,Credit,Nashville,Branch,70,Retired,63,1,2224.08,1
317.47,Credit,Sacramento,Online,67,Doctor,16,1,14639.28,3
280.99,Debit,Houston,Branch,45,Engineer,29,1,9733.59,3
24.19,Debit,San Diego,ATM,29,Engineer,28,1,2756.2,2
586.85,Debit,Mesa,ATM,36,Doctor,86,1,6655.15,4
372.41,Debit,San Diego,ATM,55,Retired,143,1,3233.87,1
63.17,Debit,Fresno,ATM,20,Student,148,1,1676.57,2
383.69,Debit,Colorado Springs,Online,54,Engineer,285,1,8371.11,0
247.17,Credit,Chicago,Branch,65,Retired,149,1,2611.64,1
48.78,Credit,Kansas City,Branch,18,Student,136,1,552.06,2
4.15,Credit,Omaha,Branch,60,Retired,119,1,6017.36,1
60.99,Debit,Oklahoma City,Branch,34,Engineer,58,1,7281.46,3
408.19,Debit,Mesa,Branch,26,Engineer,241,1,6847.47,0
524.6,Debit,El Paso,Branch,58,Doctor,76,1,13017.7,3
108.96,Debit,Milwaukee,ATM,26,Student,247,1,7597.66,0
70.03,Debit,Nashville,Branch,63,Retired,49,1,7330.31,1
124.84,Debit,Louisville,Online,52,Retired,79,1,6711.78,1
324.04,Debit,Virginia Beach,ATM,54,Retired,30,1,2248.06,1
39.69,Debit,Austin,Online,70,Retired,163,1,3524.68,1
157.7,Credit,Omaha,Branch,58,Engineer,46,1,8332.58,3
81.27,Credit,Seattle,Online,22,Student,68,1,1814.48,2
193.82,Debit,Kansas City,Branch,37,Engineer,176,1,3886.77,0
16.73,Debit,Omaha,Online,79,Retired,165,1,7591.13,1
474.05,Debit,San Jose,ATM,57,Retired,214,1,1484.31,0
39.21,Debit,Miami,ATM,66,Doctor,245,4,9385.57,0
637.75,Debit,Dallas,Branch,79,Retired,152,1,4202.92,4
153.59,Credit,Portland,Branch,66,Retired,174,1,4813.12,1
186.6,Debit,Tucson,Branch,18,Student,139,1,9716.68,3
644.08,Debit,Atlanta,Online,24,Student,55,1,1980.62,4
226.66,Debit,Austin,Branch,41,Doctor,168,1,10216.25,3
305.0,Debit,Phoenix,ATM,22,Student,222,1,944.83,0
233.1,Credit,Nashville,Branch,42,Doctor,37,1,7469.2,3
793.13,Debit,Memphis,Online,68,Doctor,76,1,13389.16,4
224.19,Debit,Houston,ATM,52,Doctor,93,1,8475.47,3
214.83,Credit,Tucson,ATM,23,Student,63,1,991.69,2
163.46,Credit,Baltimore,Branch,63,Retired,111,1,6953.8,1
194.99,Debit,Jacksonville,Branch,34,Engineer,91,1,1370.03,2
23.4,Debit,El Paso,ATM,46,Doctor,175,4,14851.28,3
227.5,Debit,Sacramento,Online,34,Doctor,277,1,11505.35,0
259.9,Debit,Oklahoma City,Online,26,Student,100,1,914.28,2
59.51,Credit,Dallas,Online,36,Doctor,55,1,9955.88,3
50.63,Debit,Columbus,Online,64,Retired,143,1,4732.81,1
1074.95,Debit,Jacksonville,Branch,20,Student,91,1,530.86,4
112.94,Credit,San Antonio,Online,73,Retired,31,1,3807.84,1
11.81,Debit,Phoenix,ATM,21,Student,131,1,320.25,2
329.14,Debit,Sacramento,Branch,55,Doctor,14,1,12033.92,3
154.24,Debit,Mesa,ATM,61,Retired,82,1,6109.55,1
233.44,Debit,Chicago,Online,20,Student,297,1,1691.88,0
141.8,Debit,Chicago,ATM,18,Student,116,1,1697.67,2
209.03,Debit,Detroit,Branch,55,Engineer,126,1,8359.5,3
1137.63,Debit,Baltimore,ATM,26,Student,144,1,1629.12,4
261.14,Debit,San Antonio,ATM,42,Engineer,162,1,6100.08,0
101.81,Debit,Fort Worth,ATM,45,Doctor,105,1,13872.03,3
98.71,Debit,Fort Worth,ATM,32,Doctor,117,1,10095.23,3
87.38,Debit,Atlanta,Branch,21,Student,252,1,1504.99,0
83.39,Debit,Omaha,Branch,32,Doctor,158,1,13182.11,3
267.55,Debit,Charlotte,Online,46,Engineer,40,1,4330.04,1
870.05,Debit,El Paso,ATM,29,Doctor,39,1,905.25,4
154.32,Credit,Tucson,ATM,38,Engineer,269,1,6972.5,0
164.51,Debit,Louisville,Branch,78,Retired,110,1,3553.69,1
758.12,Debit,San Francisco,ATM,69,Retired,90,1,6164.65,4
103.76,Debit,Kansas City,Online,28,Engineer,188,1,9626.14,3
583.92,Debit,Kansas City,Online,55,Engineer,139,1,6364.14,4
204.06,Debit,Washington,Online,77,Retired,159,1,4351.83,1
53.51,Debit,New York,Online,56,Retired,165,1,5773.5,1
1108.46,Debit,Los Angeles,Branch,30,Engineer,262,1,9257.04,4
52.95,Credit,Charlotte,Online,68,Retired,14,1,6335.58,1
120.17,Debit,Portland,ATM,49,Doctor,105,1,5403.79,1
220.8,Debit,Indianapolis,Online,31,Engineer,28,1,8135.31,3
119.01,Debit,Philadelphia,ATM,45,Doctor,87,1,9798.26,3
183.32,Debit,Raleigh,ATM,21,Student,74,1,137.42,2
858.88,Debit,Jacksonville,Online,60,Engineer,227,1,7015.46,4
11.46,Credit,San Francisco,Online,41,Engineer,128,1,2356.71,2
61.37,Debit,Columbus,Branch,75,Retired,164,1,4294.44,1
103.08,Credit,Milwaukee,Branch,49,Engineer,150,1,9251.38,3
1.21,Debit,Atlanta,Branch,55,Retired,196,1,7542.74,0
425.18,Credit,Colorado Springs,Online,26,Engineer,172,1,9880.71,3
60.96,Debit,Colorado Springs,ATM,52,Retired,238,1,6189.24,0
64.21,Debit,Omaha,ATM,51,Doctor,37,1,12540.18,3
523.02,Debit,Jacksonville,Online,53,Retired,83,1,4586.11,4
50.26,Debit,Las Vegas,Branch,65,Retired,164,1,1519.38,1
110.08,Debit,Detroit,Branch,19,Student,95,1,1447.26,2
54.47,Credit,Philadelphia,Branch,23,Student,34,1,1131.42,2
79.76,Debit,Kansas City,Online,68,Doctor,115,1,10278.75,3
16.79,Credit,Detroit,Online,30,Doctor,146,1,535.15,2
1531.31,Debit,San Diego,Online,18,Student,62,4,859.86,4
68.62,Debit,Omaha,Branch,29,Doctor,157,1,13891.47,3
157.16,Debit,New York,Branch,20,Student,280,1,1545.77,0
643.38,Credit,Detroit,Online,18,Student,105,1,1046.74,4
328.34,Credit,San Diego,Online,42,Engineer,31,1,2840.45,2
72.68,Debit,Seattle,Online,69,Retired,44,1,6216.77,1
354.76,Debit,Detroit,Branch,51,Doctor,279,1,10141.92,0
793.88,Credit,Los Angeles,ATM,22,Student,252,1,1404.06,4
29.22,Debit,Detroit,ATM,27,Engineer,69,1,7795.79,3
653.97,Debit,Miami,Online,37,Engineer,100,1,3886.65,4
366.43,Credit,Portland,Online,21,Student,92,1,1560.45,2
120.86,Debit,Colorado Springs,Online,33,Doctor,162,4,13566.58,3
233.74,Debit,Boston,Online,72,Retired,142,1,4749.54,1
471.84,Debit,Raleigh,ATM,18,Student,138,1,1044.33,2
213.4,Credit,Fort Worth,Branch,73,Retired,100,1,2012.24,1
254.21,Debit,Phoenix,ATM,48,Engineer,46,1,2487.2,1
577.73,Debit,San Jose,ATM,37,Doctor,63,1,14977.99,3
170.26,Debit,Chicago,ATM,27,Student,265,1,1969.48,0
337.73,Debit,San Antonio,Online,78,Retired,107,4,7001.2,1
330.61,Credit,Nashville,Branch,64,Retired,113,1,2525.25,1
132.33,Credit,Phoenix,ATM,35,Engineer,47,1,7457.94,3
672.74,Credit,Colorado Springs,Branch,46,Engineer,118,1,5386.52,4
74.04,Debit,Memphis,Online,18,Student,66,1,1690.23,2
197.18,Debit,Tucson,Online,28,Engineer,135,1,3114.92,2
21.15,Debit,Columbus,Branch,70,Retired,180,1,3466.74,1
218.37,Debit,Houston,ATM,62,Doctor,105,1,9942.24,3
590.01,Debit,San Jose,Online,29,Doctor,140,3,9791.74,4
697.82,Debit,New York,Online,44,Engineer,153,1,6824.0,4
302.76,Debit,Sacramento,ATM,38,Engineer,88,3,8583.39,3
148.0,Debit,Tucson,Branch,20,Student,35,1,1488.65,2
22.26,Debit,San Antonio,Branch,19,Student,56,1,5583.88,2
0.86,Debit,Colorado Springs,ATM,25,Student,139,1,1357.22,2
757.1,Debit,Atlanta,Branch,65,Doctor,203,1,10553.23,4
38.81,Credit,Virginia Beach,Online,25,Student,145,1,1619.6,2
76.51,Credit,Mesa,Online,49,Engineer,120,4,9475.4,3
32.46,Debit,Charlotte,Online,31,Doctor,10,1,8656.18,3
1022.75,Credit,San Jose,Branch,62,Doctor,158,1,207.74,4
20.64,Debit,Charlotte,Branch,22,Student,59,1,949.38,2
662.11,Debit,Atlanta,Branch,23,Student,219,1,1996.38,4
288.77,Debit,Los Angeles,ATM,55,Engineer,110,1,8836.51,3
35.05,Debit,Boston,Branch,30,Doctor,105,1,14330.47,3
214.73,Credit,Los Angeles,ATM,46,Doctor,26,1,5368.42,1
25.38,Debit,Louisville,Branch,57,Engineer,66,1,8616.05,3
617.66,Debit,Memphis,ATM,41,Engineer,40,1,5906.58,4
446.39,Debit,Houston,ATM,63,Retired,77,1,7863.6,1
377.92,Debit,Raleigh,Branch,33,Engineer,204,1,2254.71,0
11.04,Debit,Phoenix,Online,30,Engineer,43,1,6983.04,3
275.46,Debit,Fort Worth,ATM,36,Doctor,67,1,9697.75,3
179.76,Debit,Philadelphia,Online,78,Retired,81,1,5909.52,1
32.34,Debit,Kansas City,Branch,44,Doctor,45,1,7847.62,3
273.92,Debit,Portland,Branch,79,Retired,109,1,4543.56,1
375.45,Debit,Fort Worth,Branch,19,Student,32,1,1307.23,2
388.98,Debit,Fresno,ATM,23,Student,155,1,1819.91,2
492.84,Debit,Indianapolis,ATM,25,Student,38,1,577.67,2
148.85,Debit,Mesa,ATM,57,Doctor,25,1,7802.36,1
119.95,Credit,Philadelphia,Branch,62,Retired,47,5,2596.61,1
391.66,Debit,Fresno,Branch,50,Engineer,103,1,2406.31,1
185.99,Credit,Fresno,Branch,41,Engineer,53,1,402.45,2
322.48,Debit,Jacksonville,ATM,27,Student,57,1,1238.43,2
20.27,Debit,Miami,Branch,18,Student,22,1,796.35,2
280.61,Debit,Mesa,ATM,47,Engineer,129,3,7888.76,3
199.02,Debit,Houston,ATM,61,Retired,269,1,4658.89,0
104.23,Credit,Louisville,Online,63,Retired,108,1,5009.29,1
353.59,Credit,New York,Branch,52,Retired,109,5,1822.34,1
55.86,Debit,Seattle,Online,39,Engineer,68,1,5346.46,2
10.77,Debit,Indianapolis,ATM,31,Doctor,178,1,10704.95,3
95.55,Debit,Louisville,Branch,33,Engineer,51,1,2434.74,2
477.07,Debit,Columbus,Online,27,Engineer,278,1,6568.07,0
9.1,Credit,San Francisco,Online,52,Retired,63,1,2791.45,1
21.41,Debit,Louisville,Online,57,Doctor,99,1,658.91,1
278.28,Debit,Jacksonville,Branch,28,Student,26,1,1346.88,2
388.1,Credit,Los Angeles,Online,73,Retired,40,1,3022.12,1
215.39,Debit,Detroit,ATM,27,Student,216,1,1582.55,0
194.37,Debit,Milwaukee,ATM,66,Doctor,161,1,14395.88,3
37.7,Debit,Miami,ATM,20,Student,109,1,1741.1,2
19.59,Debit,Charlotte,Branch,64,Retired,122,1,1061.69,1
81.35,Debit,Houston,Online,41,Engineer,103,1,7192.45,3
314.54,Credit,Virginia Beach,Branch,58,Engineer,228,1,9923.45,0
466.64,Debit,Las Vegas,ATM,58,Doctor,11,1,10915.11,3
397.01,Debit,Los Angeles,ATM,22,Student,100,1,719.52,2
472.48,Debit,New York,Branch,55,Engineer,87,1,7128.82,1
67.15,Debit,Indianapolis,Online,59,Doctor,14,1,9028.49,3
102.67,Debit,Albuquerque,Branch,79,Retired,119,1,4656.94,1
460.09,Credit,Fresno,Online,35,Doctor,146,3,6990.64,4
453.49,Debit,Seattle,Branch,66,Doctor,147,1,6366.43,1
267.17,Debit,Seattle,ATM,26,Student,170,1,1382.62,2
111.26,Debit,Boston,ATM,66,Doctor,43,1,14350.11,3
121.17,Debit,Phoenix,ATM,68,Doctor,158,1,12990.77,3
213.28,Debit,Mesa,Branch,51,Retired,94,1,4835.91,1
187.88,Debit,Nashville,ATM,60,Engineer,180,1,2154.58,0
471.88,Credit,San Jose,Online,34,Doctor,141,1,14833.34,3
83.79,Debit,Nashville,ATM,57,Engineer,47,1,5061.3,1
212.14,Debit,Austin,Branch,72,Retired,105,1,7225.06,1
99.16,Debit,San Francisco,Online,79,Retired,202,1,2607.58,1
839.33,Credit,Louisville,Branch,60,Doctor,86,1,11538.97,4
29.91,Credit,Philadelphia,Online,76,Retired,43,3,2834.84,1
4.24,Debit,San Diego,Online,38,Engineer,38,1,7822.73,3
50.29,Credit,Raleigh,Online,58,Doctor,64,1,7604.9,1
135.85,Debit,Fresno,Online,57,Retired,269,1,1480.39,0
368.53,Debit,Raleigh,Branch,68,Doctor,34,1,13696.31,3
17.95,Credit,Sacramento,Branch,64,Doctor,135,1,12344.9,3
127.8,Credit,Virginia Beach,Branch,31,Engineer,47,1,8630.99,3
16.73,Debit,Houston,Online,45,Engineer,48,1,2202.62,1
317.12,Debit,Fort Worth,Branch,44,Doctor,80,1,14409.74,3
476.63,Debit,Charlotte,ATM,79,Retired,115,1,4894.25,1
156.58,Debit,Portland,Branch,24,Student,160,1,8981.61,3
55.12,Credit,Houston,Online,34,Engineer,261,1,3791.99,0
15.74,Debit,Denver,Branch,27,Student,38,1,690.16,2
353.68,Debit,Las Vegas,Online,70,Retired,145,1,6777.12,1
297.15,Debit,Phoenix,Online,76,Retired,178,1,5449.37,1
647.85,Debit,Omaha,Branch,36,Doctor,121,1,13779.97,3
75.04,Debit,El Paso,ATM,49,Engineer,178,1,9648.6,3
273.92,Debit,Virginia Beach,Online,28,Student,35,1,1029.15,2
215.8,Credit,Jacksonville,Branch,51,Retired,66,1,3656.62,1
963.77,Debit,Louisville,ATM,41,Engineer,248,1,6710.51,4
420.6,Debit,Louisville,Branch,26,Student,55,1,1778.75,2
688.36,Credit,Memphis,Branch,23,Student,22,1,5191.13,4
285.18,Credit,Sacramento,Branch,55,Doctor,150,1,14847.97,3
213.55,Debit,Boston,ATM,63,Doctor,15,1,5238.37,1
463.11,Credit,Las Vegas,Branch,51,Doctor,159,1,10238.82,3
150.03,Debit,Columbus,ATM,73,Retired,176,1,7491.42,1
428.61,Debit,Fresno,Branch,51,Retired,131,1,2116.36,1
309.56,Debit,Charlotte,Online,58,Doctor,147,1,972.04,1
377.08,Credit,Mesa,Branch,26,Student,71,1,6430.86,2
77.25,Debit,Virginia Beach,Branch,68,Doctor,157,1,14077.97,3
146.92,Debit,Portland,ATM,64,Retired,272,1,3990.6,0
126.6,Debit,San Antonio,Branch,22,Student,146,1,961.65,2
101.34,Debit,Boston,ATM,24,Student,46,1,703.26,2
184.97,Debit,Denver,Branch,58,Doctor,268,1,1156.67,0
451.15,Debit,Colorado Springs,ATM,46,Engineer,175,1,1356.47,0
516.47,Credit,Charlotte,ATM,25,Student,94,1,1305.06,2
880.04,Debit,Sacramento,ATM,25,Student,29,1,261.97,4
353.69,Debit,San Jose,Online,59,Engineer,163,1,9500.79,3
66.69,Credit,San Antonio,Branch,25,Student,140,1,1210.33,2
95.75,Debit,Los Angeles,Branch,31,Engineer,169,1,337.62,2
43.91,Debit,Albuquerque,Online,27,Student,86,1,1806.68,2
98.03,Debit,El Paso,Branch,54,Engineer,165,1,6323.45,0
617.66,Debit,Boston,ATM,42,Engineer,128,1,7155.95,4
888.57,Debit,San Antonio,Online,62,Retired,102,1,7896.14,4
107.48,Debit,Omaha,Branch,22,Student,129,1,591.23,2
36.57,Debit,Omaha,ATM,62,Retired,69,1,2583.07,1
575.62,Debit,Oklahoma City,Online,43,Doctor,129,1,234.41,4
84.89,Debit,San Jose,ATM,37,Engineer,70,1,4735.61,2
832.3,Credit,Austin,Branch,69,Retired,86,1,6617.52,4
180.65,Debit,Charlotte,Branch,22,Student,38,5,816.01,2
7.76,Credit,Las Vegas,Online,52,Retired,84,1,7393.11,3
109.3,Debit,Fort Worth,Branch,56,Doctor,27,1,13510.11,3
230.08,Debit,Austin,Online,79,Retired,124,1,4466.1,1
361.92,Debit,Detroit,ATM,54,Retired,111,1,7474.31,3
71.29,Debit,Chicago,ATM,68,Retired,55,2,7225.63,1
122.45,Debit,New York,Branch,46,Doctor,98,1,7255.49,3
642.53,Debit,Mesa,ATM,65,Doctor,128,1,11417.91,4
62.86,Debit,Houston,Branch,25,Student,31,1,1040.43,2
175.21,Credit,Mesa,ATM,69,Doctor,69,1,6039.04,1
168.0,Credit,Tucson,Branch,32,Engineer,11,1,3498.58,2
11.46,Debit,Chicago,Online,67,Retired,73,1,6628.75,1
382.07,Credit,Omaha,Branch,62,Doctor,147,1,10156.09,3
13.48,Debit,Las Vegas,Online,18,Student,20,3,521.88,2
65.32,Debit,Mesa,ATM,28,Student,54,1,9165.02,3
83.07,Debit,Miami,Branch,27,Engineer,291,4,6704.76,0
730.1,Credit,Chicago,Branch,77,Retired,93,1,6384.05,4
85.31,Debit,Kansas City,ATM,62,Retired,27,1,6095.65,1
726.61,Debit,Phoenix,ATM,18,Student,277,1,1008.76,4
130.4,Debit,Raleigh,Branch,45,Engineer,63,1,4381.24,1
68.1,Debit,Milwaukee,ATM,20,Student,47,1,1382.8,2
65.26,Debit,Sacramento,Branch,26,Student,72,1,7380.63,3
191.62,Debit,Jacksonville,Branch,63,Doctor,51,1,1981.67,1
212.88,Debit,Fresno,Online,39,Doctor,122,1,7036.72,3
88.38,Debit,Virginia Beach,ATM,30,Engineer,138,1,3707.82,2
48.77,Credit,Austin,Online,42,Engineer,51,1,2040.16,2
289.1,Debit,Baltimore,ATM,27,Student,206,1,267.53,0
390.09,Debit,El Paso,Online,26,Engineer,49,1,2617.23,2
48.29,Debit,San Diego,Online,37,Engineer,242,1,8883.4,0
333.83,Debit,Fresno,ATM,63,Retired,135,1,1660.66,1
1074.29,Debit,Portland,Branch,67,Retired,79,1,2011.6,4
100.27,Debit,Miami,Online,79,Retired,51,1,4309.9,1
44.54,Debit,San Antonio,ATM,31,Engineer,164,1,362.4,2
1156.18,Credit,Phoenix,Online,52,Doctor,40,1,836.69,4
82.17,Debit,Fort Worth,Branch,28,Student,21,1,1913.06,2
1045.45,Debit,Baltimore,Online,19,Student,150,1,563.46,4
447.42,Debit,Charlotte,Online,32,Engineer,65,1,6133.22,4
590.26,Credit,Austin,Branch,25,Student,48,1,1068.28,2
192.73,Debit,Milwaukee,Branch,71,Retired,157,1,2037.75,1
146.01,Debit,San Francisco,Online,26,Student,269,1,221.79,0
136.05,Debit,Atlanta,Online,24,Student,63,3,1127.54,2
11.57,Credit,New York,Branch,56,Retired,64,1,2061.61,1
102.34,Debit,San Antonio,Online,51,Doctor,78,1,9326.28,3
7.82,Debit,Boston,ATM,36,Engineer,273,1,2240.49,0
79.43,Debit,Dallas,ATM,74,Retired,72,1,6579.37,1
386.97,Debit,Raleigh,Branch,58,Retired,137,1,1876.35,1
51.22,Debit,Fresno,Branch,23,Student,82,1,1664.59,2
256.05,Debit,Nashville,ATM,54,Retired,35,1,6910.18,1
7.79,Debit,Los Angeles,Branch,34,Doctor,298,1,1319.85,0
233.71,Debit,Louisville,Branch,63,Doctor,11,1,6095.5,1
176.37,Debit,Boston,Branch,55,Retired,126,1,2420.86,1
122.63,Debit,Milwaukee,Branch,21,Student,153,1,359.06,2
86.41,Debit,Fresno,ATM,75,Retired,125,1,3128.71,1
21.57,Debit,San Francisco,ATM,54,Retired,71,1,7587.48,1
82.67,Debit,Milwaukee,Branch,26,Student,46,1,290.59,2
451.35,Credit,Baltimore,Branch,47,Engineer,223,1,7707.96,0
299.42,Credit,San Jose,Branch,63,Retired,53,1,4735.41,1
543.47,Debit,Los Angeles,ATM,18,Student,122,1,6165.03,4
346.76,Credit,San Jose,Branch,21,Student,116,1,1637.75,2
47.48,Debit,El Paso,Branch,24,Student,66,1,585.52,2
64.92,Debit,Atlanta,Branch,58,Engineer,236,1,5481.76,0
350.72,Credit,Fresno,ATM,28,Student,48,1,1982.9,2
3.8,Debit,Charlotte,Online,65,Doctor,174,1,5766.96,1
22.54,Debit,El Paso,Online,26,Engineer,42,1,7139.11,3
767.14,Credit,Mesa,Branch,62,Retired,38,1,4732.57,4
167.47,Debit,Sacramento,ATM,35,Engineer,103,1,2293.13,2
43.65,Credit,Charlotte,Branch,30,Engineer,212,1,2870.67,0
391.08,Debit,Fresno,Online,56,Retired,105,1,6885.16,1
390.77,Debit,Portland,Online,44,Doctor,34,1,5500.56,1
508.16,Debit,Mesa,ATM,39,Engineer,131,1,5609.44,4
36.76,Credit,Philadelphia,Online,65,Retired,108,1,1228.93,1
332.33,Debit,Kansas City,ATM,27,Student,101,1,192.63,2
362.09,Debit,New York,Branch,32,Engineer,31,1,6590.28,3
42.58,Debit,San Jose,Online,30,Doctor,80,1,13485.0,3
122.35,Credit,Atlanta,Branch,53,Retired,188,1,6472.5,0
248.66,Debit,Chicago,Online,28,Engineer,113,1,2571.39,2
461.25,Credit,Sacramento,Online,54,Doctor,171,1,676.1,0
61.77,Debit,Charlotte,Branch,56,Doctor,49,1,12352.2,3
268.92,Debit,Chicago,Branch,29,Engineer,148,1,8765.38,3
303.97,Debit,Fort Worth,Online,24,Student,77,5,1590.88,2
219.02,Credit,San Diego,Online,54,Engineer,68,1,7375.73,1
125.14,Debit,Baltimore,Branch,20,Student,31,1,1845.18,2
47.6,Debit,Austin,Online,53,Engineer,115,1,1382.51,1
592.82,Debit,Memphis,Online,74,Retired,248,1,7508.98,0
372.5,Debit,Nashville,ATM,22,Student,211,1,3901.82,0
4.72,Debit,Fort Worth,Branch,32,Engineer,20,1,4792.01,2
144.93,Debit,Fresno,Branch,42,Engineer,74,1,6887.52,3
316.56,Debit,Denver,Online,28,Engineer,261,1,8643.51,0
9.18,Debit,San Francisco,Online,22,Student,140,1,887.32,2
421.25,Debit,Fort Worth,Online,25,Student,66,1,7174.69,3
185.71,Debit,Virginia Beach,Branch,48,Engineer,194,1,2679.91,0
1432.02,Debit,Louisville,Branch,60,Retired,138,1,4315.07,4
26.27,Credit,Portland,Online,45,Engineer,177,1,8853.93,3
297.03,Debit,Austin,Online,61,Retired,151,1,1088.62,1
341.67,Debit,Omaha,Branch,53,Retired,96,5,1442.29,1
99.52,Debit,San Diego,ATM,52,Engineer,127,1,3798.09,1
881.1,Debit,Phoenix,Branch,28,Student,16,1,9951.68,4
139.69,Debit,Indianapolis,Online,52,Engineer,180,1,9567.94,3
42.72,Debit,Nashville,ATM,37,Engineer,143,1,2669.66,2
112.72,Debit,Washington,Branch,31,Doctor,17,1,9630.0,3
568.88,Debit,Nashville,Branch,19,Student,105,1,1307.86,2
189.03,Debit,Oklahoma City,ATM,28,Student,50,1,1916.46,2
199.8,Debit,Detroit,ATM,20,Student,163,1,167.28,2
189.08,Debit,Miami,Branch,68,Doctor,238,1,10790.8,0
958.9,Debit,Memphis,Branch,31,Engineer,135,1,9977.49,4
409.59,Debit,Albuquerque,Online,35,Doctor,50,1,14563.02,3
349.34,Credit,Indianapolis,ATM,28,Student,245,1,614.14,0
283.15,Debit,Baltimore,Online,24,Student,180,1,603.79,2
151.82,Debit,Chicago,ATM,51,Retired,105,1,2197.12,1
438.59,Debit,San Jose,Online,37,Engineer,103,1,8994.39,3
590.57,Debit,Milwaukee,ATM,79,Retired,93,1,3224.6,1
63.74,Debit,Chicago,Online,63,Retired,31,1,4336.4,1
77.02,Credit,Miami,Online,59,Doctor,132,1,800.83,1
501.15,Debit,Phoenix,Branch,47,Engineer,208,1,8821.84,0
917.81,Debit,Kansas City,ATM,64,Retired,75,2,3173.17,4
8.95,Debit,Oklahoma City,Online,76,Retired,102,1,3299.84,1
173.6,Debit,Austin,Online,21,Student,160,1,421.44,2
149.4,Debit,Chicago,ATM,53,Retired,123,1,1035.22,1
388.21,Credit,Columbus,Branch,53,Doctor,237,1,9724.49,0
484.3,Credit,Boston,Online,61,Retired,230,3,7910.3,0
126.04,Credit,Charlotte,Branch,65,Retired,167,1,6041.69,1
52.04,Credit,Colorado Springs,Branch,50,Doctor,31,1,8436.12,3
389.7,Credit,Austin,Branch,62,Doctor,216,1,7125.15,0
161.1,Credit,Miami,ATM,19,Student,104,1,239.12,2
309.77,Credit,San Antonio,Online,67,Retired,137,1,4378.14,1
838.57,Debit,Phoenix,ATM,41,Doctor,273,1,14576.47,4
202.55,Debit,Dallas,ATM,21,Student,34,2,701.73,2
724.18,Debit,Fort Worth,Branch,41,Doctor,134,1,10922.78,4
124.98,Debit,Washington,ATM,24,Student,78,1,642.0,2
487.32,Debit,Kansas City,Branch,52,Doctor,164,1,7707.96,4
635.91,Credit,Jacksonville,Branch,46,Doctor,78,1,13267.09,3
205.65,Debit,Houston,Branch,62,Retired,144,1,3582.16,1
39.41,Debit,Louisville,Branch,25,Student,132,1,921.91,2
254.0,Debit,Nashville,Branch,35,Doctor,63,1,5788.53,2
436.8,Debit,Houston,Branch,36,Engineer,213,1,4515.43,0
224.73,Debit,Miami,Branch,76,Retired,63,1,7551.89,1
752.69,Credit,Dallas,ATM,65,Doctor,115,1,14489.69,4
78.5,Credit,San Jose,Branch,31,Doctor,41,1,13991.5,3
50.0,Credit,Jacksonville,ATM,53,Doctor,87,1,185.87,1
132.42,Debit,Denver,ATM,18,Student,164,1,726.39,2
11.67,Debit,Fort Worth,Branch,76,Retired,105,1,7458.63,1
83.16,Debit,Los Angeles,ATM,61,Retired,177,1,3065.87,1
149.02,Credit,Fort Worth,Branch,46,Engineer,176,1,9379.72,3
74.27,Credit,Memphis,Online,59,Doctor,148,1,13696.61,3
876.57,Credit,Portland,ATM,62,Retired,118,1,3743.63,4
615.58,Debit,Jacksonville,ATM,42,Doctor,133,1,14343.0,3
643.03,Credit,Jacksonville,Online,36,Engineer,52,1,2882.16,4
7.95,Debit,Phoenix,ATM,79,Retired,65,1,5631.2,1
270.92,Credit,Louisville,Branch,77,Retired,143,1,4574.43,1
499.48,Debit,Charlotte,ATM,24,Student,133,1,1242.62,2
841.5,Credit,Atlanta,Branch,25,Student,287,1,352.31,4
138.82,Debit,Fort Worth,Online,77,Retired,53,1,3100.22,1
231.46,Credit,Miami,Branch,60,Engineer,83,1,4707.24,1
292.08,Debit,Columbus,ATM,72,Retired,32,1,7950.48,1
63.98,Debit,Baltimore,Online,54,Doctor,258,1,7954.12,0
235.21,Debit,Boston,Branch,67,Doctor,74,1,5946.61,1
201.73,Debit,Baltimore,Online,57,Engineer,78,1,6650.71,1
161.31,Debit,Nashville,ATM,28,Student,13,1,1268.67,2
18.41,Debit,Atlanta,Branch,53,Doctor,168,1,8287.54,3
471.75,Credit,San Jose,Branch,34,Doctor,41,1,12948.5,3
290.02,Debit,Milwaukee,Branch,55,Engineer,246,1,4746.71,0
48.05,Debit,New York,Branch,27,Engineer,38,1,5334.97,2
359.42,Debit,Baltimore,Branch,55,Doctor,30,1,1765.45,1
32.91,Debit,Fort Worth,Online,19,Student,255,1,427.3,0
3.8,Debit,Denver,Branch,67,Retired,140,1,6285.39,1
31.81,Debit,Fort Worth,Online,51,Retired,149,1,1406.6,1
220.2,Debit,Boston,Online,28,Student,102,1,1075.15,2
